"word","present","len","vowels","consonants","nonletters"
"thistrochroofishly",0,18,5,13,0
"hlewm",0,5,1,4,0
"leresedry",0,9,3,6,0
"adularescent",1,12,5,7,0
"cowpunch",1,8,2,6,0
"oxford",1,6,2,4,0
"westwards",1,9,2,7,0
"unmarierial",0,11,6,5,0
"ehvqvondhowkkayzxdip",0,20,5,15,0
"mastoncus",1,9,3,6,0
"annexation",1,10,5,5,0
"towziest",1,8,3,5,0
"aneides",1,7,4,3,0
"svewavppcycnhixetwfzgpqb",0,24,4,20,0
"cachunderlandes",0,15,5,10,0
"hangasi",0,7,3,4,0
"behaviouristic",1,14,7,7,0
"costispinal",1,11,4,7,0
"cracow",1,6,2,4,0
"kecksies",1,8,3,5,0
"intradosed",0,10,4,6,0
"misgigs",0,7,2,5,0
"ortlers",0,7,2,5,0
"requested",1,9,4,5,0
"fle",0,3,1,2,0
"pioners",1,7,3,4,0
"borawpistolosiacastes",0,21,9,12,0
"wideboard",0,9,4,5,0
"okohingerlorutounabetuse",0,24,12,12,0
"ovoplasticised",0,14,6,8,0
"beri",1,4,2,2,0
"wrimple",1,7,2,5,0
"misgovernor",1,11,4,7,0
"gangrels",1,8,2,6,0
"tagalo",1,6,3,3,0
"protoctist",1,10,3,7,0
"revna",0,5,2,3,0
"tastevins",1,9,3,6,0
"administrascarfarm",0,18,6,12,0
"jaquintly",0,9,3,6,0
"morrhuas",1,8,3,5,0
"bpreyqgqamndzyw'g'zfxvq",0,23,2,21,2
"pepeduct",0,8,3,5,0
"inactual",0,8,4,4,0
"lynsey",1,6,1,5,0
"coulometries",1,12,6,6,0
"ctoc",0,4,1,3,0
"tard",0,4,1,3,0
"langshans",1,9,2,7,0
"dopocehoconelolopomperd",0,23,10,13,0
"catherwood",1,10,4,6,0
"toxoplasmata",0,12,5,7,0
"raruroiosem",0,11,6,5,0
"sunkland",1,8,2,6,0
"hematosalpinx",1,13,5,8,0
"cephaloplegia",1,13,6,7,0
"hoppercar",1,9,3,6,0
"flancritest",0,11,3,8,0
"gantenes",0,8,3,5,0
"bowness",0,7,2,5,0
"gelseminine",1,11,5,6,0
"codachaboon",0,11,5,6,0
"reide",0,5,3,2,0
"bellerophontes",1,14,5,9,0
"bill",1,4,1,3,0
"discrimina",0,10,4,6,0
"agonising",1,9,4,5,0
"psalmic",1,7,2,5,0
"vitrifactures",1,13,5,8,0
"rodi",1,4,2,2,0
"miscredits",1,10,3,7,0
"stichid",1,7,2,5,0
"caviller",1,8,3,5,0
"deaden",1,6,3,3,0
"reclinants",0,10,3,7,0
"cornta",0,6,2,4,0
"tuixmnjklxrpxuhyppmsz",0,21,3,18,0
"enaces",0,6,3,3,0
"uyng",0,4,1,3,0
"noncomplacency",1,14,4,10,0
"binomial",1,8,4,4,0
"sowlth",1,6,1,5,0
"cyclopteroid",1,12,4,8,0
"tylerton",1,8,2,6,0
"leopardbane",1,11,5,6,0
"patella",1,7,3,4,0
"cleveland",1,9,3,6,0
"anterrisscrolino",0,16,6,10,0
"trophoplasms",1,12,3,9,0
"angly",0,5,1,4,0
"ovant",1,5,2,3,0
"malechotanculaspagra",0,20,8,12,0
"symbolised",1,10,3,7,0
"ixboevyoznopdf",0,14,5,9,0
"tornithiformes",0,14,5,9,0
"miserables",1,10,4,6,0
"unins",0,5,2,3,0
"lovelard",0,8,3,5,0
"topmakers",1,9,3,6,0
"matias",1,6,3,3,0
"walach",1,6,2,4,0
"astilbe",1,7,3,4,0
"vevb",0,4,1,3,0
"vhclnsnnpgxadhmqgdph'xxth",0,25,1,24,1
"stilu",1,5,2,3,0
"galibi",1,6,3,3,0
"catalogue",1,9,5,4,0
"basanite",1,8,4,4,0
"interconvention",0,15,6,9,0
"carried",1,7,3,4,0
"ntrngs",0,6,0,6,0
"tyburnian",1,9,3,6,0
"mentogyraily",0,12,4,8,0
"rgpaullec'",0,10,3,7,1
"priouslavour",0,12,6,6,0
"horsewhipped",1,12,4,8,0
"analbuminemia",1,13,7,6,0
"colliquativeness",1,16,7,9,0
"conelonceerfledyigiosiudate",0,27,13,14,0
"mabieond",0,8,4,4,0
"eysekxcf",0,8,2,6,0
"iyar",1,4,2,2,0
"subcash",1,7,2,5,0
"rtmoqepyrgrlbjgawp",0,18,3,15,0
"nartjies",1,8,3,5,0
"prethreadworsaktyles",0,20,6,14,0
"anence",0,6,3,3,0
"apokatastasis",1,13,6,7,0
"eventrictiven",0,13,5,8,0
"honolulan",1,9,4,5,0
"lole",1,4,2,2,0
"morin",1,5,2,3,0
"aprets",0,6,2,4,0
"venfopooslasicyme",0,17,7,10,0
"uneschewed",1,10,4,6,0
"blackleg",1,8,2,6,0
"fetlocolans",0,11,4,7,0
"needfires",1,9,4,5,0
"scrimmage",1,9,3,6,0
"archeus",1,7,3,4,0
"percherigrawing",0,15,5,10,0
"peripherocystopulmonickers",0,26,9,17,0
"yukio",1,5,3,2,0
"hypoploidicals",0,14,5,9,0
"hindoo",1,6,3,3,0
"cabinties",0,9,4,5,0
"chapelize",1,9,4,5,0
"gaslighting",1,11,3,8,0
"anticlastic",1,11,4,7,0
"dustus",0,6,2,4,0
"sconchoscopical",0,15,5,10,0
"cies",0,4,2,2,0
"oesophagism",1,11,5,6,0
"ramosity",1,8,3,5,0
"brelymom",0,8,2,6,0
"apporet",0,7,3,4,0
"aerancepta",0,10,5,5,0
"peonage",1,7,4,3,0
"interinvolved",1,13,5,8,0
"a'wvnmljxqfcyex",0,15,2,13,1
"chanencereunicalytreadesmillectockling",0,38,14,24,0
"cumulate",1,8,4,4,0
"unretrograded",1,13,5,8,0
"claes",1,5,2,3,0
"transparency",1,12,3,9,0
"bankia",1,6,3,3,0
"anear",1,5,3,2,0
"syvers",1,6,1,5,0
"kthira",1,6,2,4,0
"lanarkshire",1,11,4,7,0
"atheimes",0,8,4,4,0
"condensation",1,12,5,7,0
"flagonet",1,8,3,5,0
"ramqjjmmiseewvncubf",0,19,5,14,0
"mamises",0,7,3,4,0
"volitational",1,12,6,6,0
"overattention",1,13,6,7,0
"pistableawretted",0,16,6,10,0
"huatimpatrkeril",0,15,6,9,0
"buff",1,4,1,3,0
"jejunostomy",1,11,4,7,0
"outbannerous",0,12,6,6,0
"undismayedness",0,14,5,9,0
"fratchiks",0,9,2,7,0
"farlike",0,7,3,4,0
"caritta",1,7,3,4,0
"quirksomeness",0,13,5,8,0
"ptoc",0,4,1,3,0
"uzsnsesqfqaxtkclzxmxzvais",0,25,5,20,0
"diels",1,5,2,3,0
"cornflake",1,9,3,6,0
"smithianism",1,11,4,7,0
"xiongnu",1,7,3,4,0
"pseudoculturally",1,16,6,10,0
"parger",0,6,2,4,0
"lectra",1,6,2,4,0
"phthalanilic",1,12,4,8,0
"hypotypic",1,9,2,7,0
"gripsack",1,8,2,6,0
"hypnopelandroclity",0,18,5,13,0
"helder",1,6,2,4,0
"mertow",0,6,2,4,0
"dolichosaurus",1,13,6,7,0
"pentuatcating",0,13,5,8,0
"compares",1,8,3,5,0
"wadjcmryiqtgkdfasyqh",0,20,3,17,0
"hasms",0,5,1,4,0
"latifactiauts",0,13,6,7,0
"lphevvlwqb'lxbnpgmnlev'",0,23,2,21,2
"annonopal",0,9,4,5,0
"ranitta",1,7,3,4,0
"subpackall",0,10,3,7,0
"cated",0,5,2,3,0
"series",1,6,3,3,0
"aradanchemioria",0,15,8,7,0
"carousal",1,8,4,4,0
"zirams",1,6,2,4,0
"gmignicleerudrcicry",0,19,6,13,0
"prer",0,4,1,3,0
"crossingly",0,10,2,8,0
"lumbashelinks",0,13,4,9,0
"myroffs",0,7,1,6,0
"hiromedusae",0,11,6,5,0
"polioencephalomyelitis",1,22,10,12,0
"diorrotedae",0,11,6,5,0
"quinzieme",1,9,5,4,0
"thirting",0,8,2,6,0
"rediscommodem",0,13,5,8,0
"bjzxmbagcmiqyvtzpo'ruqhboybm",0,28,5,23,1
"psorosperm",1,10,3,7,0
"paced",1,5,2,3,0
"unacclaimate",1,12,6,6,0
"ossietzky",1,9,3,6,0
"molybdoparathyrohyoidal",0,23,8,15,0
"crs",1,3,0,3,0
"thysanopteri",0,12,4,8,0
"diallists",1,9,3,6,0
"precisive",1,9,4,5,0
"faoence",1,7,4,3,0
"couchantly",1,10,3,7,0
"waramakerioneorevity",0,20,10,10,0
"supercutaneously",0,16,7,9,0
"balletenauctismonand",0,20,8,12,0
"dbr",0,3,0,3,0
"wfcjotnpee",0,10,3,7,0
"leqz",0,4,1,3,0
"lsgjosybql",0,10,1,9,0
"ftxuxzpxrwhttiput",0,17,3,14,0
"respirableness",1,14,5,9,0
"nerved",1,6,2,4,0
"lpcdf",1,5,0,5,0
"brocatello",1,10,4,6,0
"moskonfyt",1,9,2,7,0
"staiths",1,7,2,5,0
"fulman",0,6,2,4,0
"karlis",1,6,2,4,0
"phasiastere",0,11,5,6,0
"perilless",1,9,3,6,0
"exonerating",1,11,5,6,0
"rijeka",1,6,3,3,0
"trailles",0,8,3,5,0
"lffrstan",0,8,1,7,0
"moan",1,4,2,2,0
"grquin",0,6,2,4,0
"revestiaristocraticness",0,23,9,14,0
"presenter",1,9,3,6,0
"vjatprzuuegykdpzdnsauun",0,23,7,16,0
"nespelem",1,8,3,5,0
"nikkel",0,6,2,4,0
"deptioneurochaerided",0,20,10,10,0
"lief",1,4,2,2,0
"kaff",0,4,1,3,0
"psycholinguistics",1,17,5,12,0
"allurer",1,7,3,4,0
"gamblers",1,8,2,6,0
"ticker",1,6,2,4,0
"symbolising",1,11,3,8,0
"weissuasoy",0,10,5,5,0
"zippo",1,5,2,3,0
"advisable",1,9,4,5,0
"erinaceus",1,9,5,4,0
"forbysening",1,11,3,8,0
"polytric",0,8,2,6,0
"demiglossa",0,10,4,6,0
"dispostexises",0,13,5,8,0
"preremoval",1,10,4,6,0
"planies",0,7,3,4,0
"hemkbutsydcrxxrfk'globyo",0,24,4,20,1
"maccabees",1,9,4,5,0
"subdie",1,6,3,3,0
"chaitya",1,7,3,4,0
"indn",1,4,1,3,0
"'dcrbjsgdl'dfmwn",0,16,0,16,2
"rigmaroles",1,10,4,6,0
"ambage",1,6,3,3,0
"murrey",1,6,2,4,0
"lieut",1,5,3,2,0
"zqajrcxtgw",0,10,1,9,0
"macroconia",0,10,5,5,0
"arcadians",1,9,4,5,0
"ophthalmorrhexis",1,16,5,11,0
"mantnitable",0,11,4,7,0
"graduated",1,9,4,5,0
"unnameableness",1,14,6,8,0
"silkwagginardablenessnesses",0,27,9,18,0
"sicknesses",1,10,3,7,0
"tere",0,4,2,2,0
"joacimah",1,8,4,4,0
"reshenter",0,9,3,6,0
"hu",1,2,1,1,0
"coinin",0,6,3,3,0
"mantaddie",0,9,4,5,0
"recropella",0,10,4,6,0
"hymenomycetous",1,14,5,9,0
"brakeroot",1,9,4,5,0
"emissi",1,6,3,3,0
"troia",1,5,3,2,0
"chatscoratloulomnalele",0,22,9,13,0
"chawia",1,6,3,3,0
"afforestages",0,12,5,7,0
"farthingsworth",1,14,3,11,0
"spoilage",1,8,4,4,0
"hrakical",0,8,3,5,0
"semidifference",1,14,6,8,0
"cattalievestaks",0,15,6,9,0
"rimshone",0,8,3,5,0
"waxflower",1,9,3,6,0
"morna",1,5,2,3,0
"knoblick",1,8,2,6,0
"flourtyard",0,10,3,7,0
"faenas",1,6,3,3,0
"frau",1,4,2,2,0
"predeclare",1,10,4,6,0
"idkzay'",0,7,2,5,1
"marvella",1,8,3,5,0
"disregardless",1,13,4,9,0
"sporozoid",1,9,4,5,0
"vipathier",0,9,4,5,0
"scence",0,6,2,4,0
"scesarallfocket",0,15,5,10,0
"und",0,3,1,2,0
"ashurbanipal",1,12,5,7,0
"markomaticalite",0,15,7,8,0
"rebaiting",1,9,4,5,0
"collodiochloride",1,16,7,9,0
"measle",1,6,3,3,0
"prepensing",1,10,3,7,0
"xanthochroias",1,13,5,8,0
"gravery",1,7,2,5,0
"estoile",1,7,4,3,0
"presterna",1,9,3,6,0
"nomographical",1,13,5,8,0
"lism",0,4,1,3,0
"wosvialietrenid",0,15,7,8,0
"prep",0,4,1,3,0
"dostoevskian",1,12,5,7,0
"given",1,5,2,3,0
"subsequent",1,10,4,6,0
"undiostersess",0,13,5,8,0
"tennuns",0,7,2,5,0
"thyptinsciants",0,14,3,11,0
"hopleanindly",0,12,4,8,0
"unsenses",1,8,3,5,0
"helmsman",1,8,2,6,0
"cuscoverranelectuae",0,19,9,10,0
"cryocauleanism",0,14,6,8,0
"arrenotokous",1,12,6,6,0
"graces",1,6,2,4,0
"hidders",1,7,2,5,0
"interdeputative",0,15,7,8,0
"greekess",1,8,3,5,0
"synura",1,6,2,4,0
"farhatod",0,8,3,5,0
"trigonometer",1,12,5,7,0
"elucidators",1,11,5,6,0
"roneidves",0,9,4,5,0
"boronia",1,7,4,3,0
"'cqw",0,4,0,4,1
"loloisterer",0,11,5,6,0
"papilio",1,7,4,3,0
"forgetfulnesses",1,15,5,10,0
"dviong",0,6,2,4,0
"amiantievolutionalness",0,22,11,11,0
"yciheaikznuc",0,12,5,7,0
"hissculzpice",0,12,4,8,0
"pwhaqlbozlmrhpwtsi",0,18,3,15,0
"luxemburger",1,11,4,7,0
"ferrochrome",1,11,4,7,0
"nonauricular",1,12,6,6,0
"stegocephalian",1,14,6,8,0
"ckns",0,4,0,4,0
"ostrya",1,6,2,4,0
"ichannell",0,9,3,6,0
"utiterdecestdosed",0,17,7,10,0
"hippoboscages",0,13,5,8,0
"tudgistawayste'ligazatoweenesslingionknes",0,41,16,25,1
"forefeel",1,8,4,4,0
"polygonales",1,11,4,7,0
"deformalizes",1,12,5,7,0
"taddsentreugh",0,13,4,9,0
"carrow",0,6,2,4,0
"cobol",1,5,2,3,0
"ppertinthelemalnghibutimine",0,27,10,17,0
"lithochromies",1,13,5,8,0
"equitableness",1,13,6,7,0
"gptuyeduph",0,10,3,7,0
"rolfraic",0,8,3,5,0
"puntaritius",0,11,5,6,0
"lorationsis",0,11,5,6,0
"jrsozn''oijkfy'q",0,16,3,13,3
"anglophile",1,10,4,6,0
"jswqwuugtlrywawy",0,16,3,13,0
"priong",0,6,2,4,0
"aggri",1,5,2,3,0
"eroagedy",0,8,4,4,0
"tnindhin",0,8,2,6,0
"lobelines",1,9,4,5,0
"wnnefy",0,6,1,5,0
"jillsburg",0,9,2,7,0
"mayos",1,5,2,3,0
"dinics",1,6,2,4,0
"unaking",1,7,3,4,0
"outweeps",1,8,4,4,0
"sonnie",1,6,3,3,0
"baldachini",1,10,4,6,0
"marionets",0,9,4,5,0
"moviedom",1,8,4,4,0
"tirled",1,6,2,4,0
"nauguace",0,8,5,3,0
"ravigator",0,9,4,5,0
"catiosses",0,9,4,5,0
"animatism",1,9,4,5,0
"dontamwood",0,10,4,6,0
"preformationist",1,15,6,9,0
"palestinian",1,11,5,6,0
"prescience",1,10,4,6,0
"joannes",1,7,3,4,0
"stulm",1,5,1,4,0
"pleusshrirfbxwlgrkfccovw",0,24,4,20,0
"jrcmpuzddzmomaqyk'n",0,19,3,16,1
"quinolinyl",1,10,4,6,0
"overattached",1,12,5,7,0
"grbw'",0,5,0,5,1
"ceteracy",0,8,3,5,0
"acanthracitation",0,16,7,9,0
"pukobincodostisederna",0,21,9,12,0
"limeteorollegorical",0,19,9,10,0
"unaxes",0,6,3,3,0
"bowsings",0,8,2,6,0
"chorizontic",1,11,4,7,0
"nateed",0,6,3,3,0
"logoff",1,6,2,4,0
"moorgate",1,8,4,4,0
"bspe",1,4,1,3,0
"circumductive",0,13,5,8,0
"if'vek'uqhxgvrjfbyia",0,20,5,15,2
"mzgikfnalhafe",0,13,4,9,0
"tfyctjyevu",0,10,2,8,0
"fragmentatively",0,15,5,10,0
"decanthocus",0,11,4,7,0
"leptin",1,6,2,4,0
"clamper",1,7,2,5,0
"sphate",0,6,2,4,0
"antifier",0,8,4,4,0
"deaerator",1,9,5,4,0
"constatations",1,13,5,8,0
"immanus",0,7,3,4,0
"glzbmuhotkgrw",0,13,2,11,0
"engers",0,6,2,4,0
"plummlersavicincormellangly",0,27,8,19,0
"apdu",1,4,2,2,0
"ploughwright",1,12,3,9,0
"nolynescsarbrvydaugeetemas",0,26,9,17,0
"misgrades",1,9,3,6,0
"officialisation",1,15,8,7,0
"lavalava",1,8,4,4,0
"jesuist",1,7,3,4,0
"microlithiformed",0,16,6,10,0
"fugally",1,7,2,5,0
"crowliegermist",0,14,5,9,0
"roundo",1,6,3,3,0
"frigots",1,7,2,5,0
"sollicker",1,9,3,6,0
"biosa",0,5,3,2,0
"nium",0,4,2,2,0
"nonnarrative",1,12,5,7,0
"petrea",1,6,3,3,0
"trauner",1,7,3,4,0
"fishbein",1,8,3,5,0
"acks",0,4,1,3,0
"crucidslucla",0,12,4,8,0
"demantoid",1,9,4,5,0
"nonpassionate",1,13,6,7,0
"hamamelidaceous",1,15,8,7,0
"orseille",1,8,4,4,0
"ovaj",0,4,2,2,0
"metaphysical",1,12,4,8,0
"preconcertedness",1,16,5,11,0
"becarpeting",1,11,4,7,0
"rexis",0,5,2,3,0
"yahwe",1,5,2,3,0
"yaobabbitterelacensonabsoluto",0,29,13,16,0
"microphagocytical",0,17,6,11,0
"halalithuses",0,12,5,7,0
"musnudger",0,9,3,6,0
"lairdsville",1,11,4,7,0
"apostolian",1,10,5,5,0
"rmeyes",0,6,2,4,0
"anticommercialist",1,17,7,10,0
"austin",1,6,3,3,0
"overfastidiously",1,16,7,9,0
"prevising",1,9,3,6,0
"rapidest",1,8,3,5,0
"cantoris",1,8,3,5,0
"enjambements",1,12,4,8,0
"immering",0,8,3,5,0
"tous",0,4,2,2,0
"rtonctis",0,8,2,6,0
"maguayulette",0,12,6,6,0
"tprdzlqaf'geohmirugwhs'xvlbvk",0,29,5,24,2
"syrets",0,6,1,5,0
"coryphee",1,8,3,5,0
"ovellectionsprians",0,18,7,11,0
"barrette",1,8,3,5,0
"fendillate",1,10,4,6,0
"glacialist",1,10,4,6,0
"douglassful",0,11,4,7,0
"plc",1,3,0,3,0
"nonlacteous",1,11,5,6,0
"oneillin",0,8,4,4,0
"laria",1,5,3,2,0
"reemergent",1,10,4,6,0
"visualising",1,11,5,6,0
"parly",1,5,1,4,0
"hyalinisation",1,13,6,7,0
"carbureted",1,10,4,6,0
"dijkstra",1,8,2,6,0
"gimpion",0,7,3,4,0
"sarto",1,5,2,3,0
"hirundinidae",1,12,6,6,0
"glucosia",0,8,4,4,0
"preacesciny",0,11,4,7,0
"eyeleting",1,9,4,5,0
"kepu",0,4,2,2,0
"zene",0,4,2,2,0
"adiarceammasunverst",0,19,8,11,0
"clericalist",1,11,4,7,0
"anebiss",0,7,3,4,0
"sunbaubolaylyr",0,14,5,9,0
"pyrrhalf",0,8,1,7,0
"seless",0,6,2,4,0
"onolv",0,5,2,3,0
"mealworm",1,8,3,5,0
"honamecolemy",0,12,5,7,0
"buchloe",1,7,3,4,0
"heliolitidae",1,12,7,5,0
"telekiness",0,10,4,6,0
"hydroxides",1,10,3,7,0
"butchering",1,10,3,7,0
"lgajcfndeeskmafeflfbq'dkh",0,25,5,20,1
"overbuilds",1,10,4,6,0
"antenatally",1,11,4,7,0
"xafogdfoetpilypi'lskys",0,22,6,16,1
"crinanqugrs",0,11,3,8,0
"xrjdhemrrfugiq''",0,16,3,13,2
"ctenodont",1,9,3,6,0
"vascernes",0,9,3,6,0
"restrains",1,9,3,6,0
"latshealy",0,9,3,6,0
"clerodac",0,8,3,5,0
"acina",0,5,3,2,0
"picofarad",1,9,4,5,0
"kindleman",0,9,3,6,0
"uranoscope",1,10,5,5,0
"silvan",1,6,2,4,0
"gambreled",1,9,3,6,0
"telepiser",0,9,4,5,0
"unfruitfulness",1,14,5,9,0
"bg",1,2,0,2,0
"shoer",1,5,2,3,0
"sesquisextal",1,12,5,7,0
"liniment",1,8,3,5,0
"pselar",0,6,2,4,0
"beelol",1,6,3,3,0
"hppuqxjmgutamofypglfhtdrfyehlj",0,30,5,25,0
"clansman",1,8,2,6,0
"chies",0,5,2,3,0
"mithraist",1,9,3,6,0
"farcer",1,6,2,4,0
"hootling",0,8,3,5,0
"amnio",1,5,3,2,0
"overshowering",1,13,5,8,0
"octocoralline",1,13,6,7,0
"scilithol",0,9,3,6,0
"kxpljmhwpfvy'bweqn",0,18,1,17,1
"polk",1,4,1,3,0
"therdivlonst",0,12,3,9,0
"quaal",0,5,3,2,0
"jzgzkglda'ozhrwy",0,16,2,14,1
"qgkynzgwr'jrra",0,14,1,13,1
"cully",1,5,1,4,0
"indentureship",1,13,5,8,0
"thjatsi",1,7,2,5,0
"homalgenes",0,10,4,6,0
"elevated",1,8,4,4,0
"subsence",0,8,3,5,0
"syzygial",1,8,2,6,0
"shipman",1,7,2,5,0
"abstractionisms",1,15,5,10,0
"nonconculiacyte",0,15,6,9,0
"cleares",0,7,3,4,0
"mixicky",0,7,2,5,0
"compromisee",0,11,5,6,0
"dysphenograph",0,13,3,10,0
"sense",1,5,2,3,0
"ety",0,3,1,2,0
"buwkifhfstjg'qoevvgmylkch",0,25,4,21,1
"paratheas",0,9,4,5,0
"mixednesses",1,11,4,7,0
"kdzw'qfbbg",0,10,0,10,1
"stenobly",0,8,2,6,0
"tinding",1,7,2,5,0
"vh'peuqnrrhhapck",0,16,3,13,1
"exopterygidae",0,13,6,7,0
"faucers",0,7,3,4,0
"tailly",0,6,2,4,0
"unsconne",0,8,3,5,0
"rnzgipqze'vmqaovunda",0,20,6,14,1
"oaduistoury",0,11,6,5,0
"ngrssmul",0,8,1,7,0
"dise",0,4,2,2,0
"temedigeespational",0,18,9,9,0
"dophic",0,6,2,4,0
"varembe",0,7,3,4,0
"hamanly",0,7,2,5,0
"bxzlu'odyvuihiumjs",0,18,6,12,1
"rockholmeter",0,12,4,8,0
"ferth",1,5,1,4,0
"proration",1,9,4,5,0
"chiller",1,7,2,5,0
"preiser",1,7,3,4,0
"schismatised",1,12,4,8,0
"corabella",1,9,4,5,0
"bzf'p'fxdp'ivjpicoqo",0,20,4,16,3
"chinnam",1,7,2,5,0
"cameis",0,6,3,3,0
"segainnemopterionoid",0,20,10,10,0
"octose",1,6,3,3,0
"dq",1,2,0,2,0
"synding",1,7,1,6,0
"kejdczkuaflrxibsuallhha",0,23,7,16,0
"ymtvdopfvbnckuh",0,15,2,13,0
"umpirages",1,9,4,5,0
"bukehunathra",0,12,5,7,0
"enas",0,4,2,2,0
"fluors",1,6,2,4,0
"marris",1,6,2,4,0
"dermatothertone",0,15,6,9,0
"hlsietin",0,8,3,5,0
"mayor",1,5,2,3,0
"polyaxial",1,9,4,5,0
"spallings",1,9,2,7,0
"upcurledly",0,10,3,7,0
"motif",1,5,2,3,0
"uctdqroomc",0,10,3,7,0
"ohioan",1,6,4,2,0
"prao",1,4,2,2,0
"tecouaneses",0,11,6,5,0
"overdistance",1,12,5,7,0
"linendraper",1,11,4,7,0
"blileowas",0,9,4,5,0
"wedpbzxjunrcjzhnlkuepoqm",0,24,5,19,0
"snaking",1,7,2,5,0
"hawkeye",1,7,3,4,0
"ensbelleceil",0,12,5,7,0
"alveary",1,7,3,4,0
"loganton",1,8,3,5,0
"fornix",1,6,2,4,0
"greasiness",1,10,4,6,0
"hebraicise",1,10,5,5,0
"woodstock",1,9,3,6,0
"iodinophilia",0,12,7,5,0
"legitime",1,8,4,4,0
"magisteriums",1,12,5,7,0
"unobligative",1,12,6,6,0
"wlqhihozkwjpjrl'",0,16,2,14,1
"aphalate",0,8,4,4,0
"melotragic",1,10,4,6,0
"bohme",1,5,2,3,0
"paterson",1,8,3,5,0
"gongology",0,9,3,6,0
"quatrin",1,7,3,4,0
"poneramoeba",1,11,6,5,0
"adele",1,5,3,2,0
"uncart",1,6,2,4,0
"klestintine",0,11,4,7,0
"forintegrange",0,13,5,8,0
"quadrinomial",1,12,6,6,0
"upbrast",1,7,2,5,0
"centimana",0,9,4,5,0
"allians",0,7,3,4,0
"rearbrus",0,8,3,5,0
"secretest",1,9,3,6,0
"unthinning",1,10,3,7,0
"mspithpzzvvrh",0,13,1,12,0
"unavertable",1,11,5,6,0
"odourlessness",0,13,5,8,0
"gopvsbcblggk'qtfohdabexg",0,24,4,20,1
"autobacterio",0,12,7,5,0
"cephalaspis",1,11,4,7,0
"goner",1,5,2,3,0
"fahypatowissorisckaincagntht",0,28,9,19,0
"laulau",1,6,4,2,0
"ophthalmia",1,10,4,6,0
"ter",0,3,1,2,0
"titanesque",1,10,5,5,0
"falky",0,5,1,4,0
"gwpyqbqrdbktcvflnagpk",0,21,1,20,0
"bekallawinotration",0,18,8,10,0
"cvr",1,3,0,3,0
"sellbacks",1,9,2,7,0
"sternberg",1,9,2,7,0
"preevolutionist",1,15,7,8,0
"epirus",1,6,3,3,0
"qozshhm''im",0,11,2,9,2
"myography",1,9,2,7,0
"ctictes",0,7,2,5,0
"eskishehir",1,10,4,6,0
"ginn",1,4,1,3,0
"gaedelia",0,8,5,3,0
"malive",0,6,3,3,0
"theorematic",1,11,5,6,0
"palip",0,5,2,3,0
"swifters",1,8,2,6,0
"premolarisa",0,11,5,6,0
"foreductorly",0,12,4,8,0
"kyrbxcoptcvxzkeyjrnryda'dsl",0,27,3,24,1
"scatterpunctuate",0,16,6,10,0
"unsensitiveness",0,15,6,9,0
"dyssyner",0,8,1,7,0
"unchristochondroid",0,18,6,12,0
"laodicea",1,8,5,3,0
"unconfutations",0,14,6,8,0
"defless",0,7,2,5,0
"balemyorforynzirtieconglifiscaroveurenedd",0,41,16,25,0
"mesiestle",0,9,4,5,0
"sleepover",1,9,4,5,0
"zimmerman",1,9,3,6,0
"eraxitidghe",0,11,5,6,0
"caling",0,6,2,4,0
"funinarinatetugummarodrrce",0,26,11,15,0
"wentzville",1,10,3,7,0
"plotinize",1,9,4,5,0
"broot",0,5,2,3,0
"hycupidromaldaibialayring",0,25,10,15,0
"chaule",1,6,3,3,0
"maunobna",0,8,4,4,0
"spectroheliograph",1,17,6,11,0
"supzzrkwmx'ri",0,13,2,11,1
"funinenvegmero",0,14,6,8,0
"xtej",0,4,1,3,0
"reunites",1,8,4,4,0
"ibrinally",0,9,3,6,0
"gapingly",1,8,2,6,0
"isodef",1,6,3,3,0
"redamn",0,6,2,4,0
"inviability",1,11,5,6,0
"unparaded",1,9,4,5,0
"plumpf",0,6,1,5,0
"ueausdfjscixbpmbkisqkb'",0,23,6,17,1
"uuyilojdoojs",0,12,6,6,0
"unacceptant",1,11,4,7,0
"reattributional",0,15,7,8,0
"unresearchaeophobia",0,19,10,9,0
"xylomelum",1,9,3,6,0
"qulmqcmflo'ehgrbajr",0,19,4,15,1
"engird",1,6,2,4,0
"xfixdgufvwqdfldmuixzm",0,21,4,17,0
"aromatherapies",1,14,7,7,0
"iulidae",0,7,5,2,0
"electrostaticovesical",0,21,9,12,0
"outcompletely",0,13,5,8,0
"ccexyx",0,6,1,5,0
"terebinthus",1,11,4,7,0
"choth",0,5,1,4,0
"ejupollll",0,9,3,6,0
"gbgluzfyf'kv",0,12,1,11,1
"adsorbed",1,8,3,5,0
"himora",0,6,3,3,0
"izcates",0,7,3,4,0
"ura",0,3,2,1,0
"quadrinucleate",1,14,7,7,0
"oalonachinghycaswes",0,19,7,12,0
"phyte",0,5,1,4,0
"haersprinifermerhermeoitato",0,27,12,15,0
"unmasker",1,8,3,5,0
"inspirometry",0,12,4,8,0
"pzzevgeewnaqaxstduop",0,20,7,13,0
"dinnidechlcele",0,14,5,9,0
"taighthooles",0,12,5,7,0
"bograpotrocomenismargishroin",0,28,11,17,0
"xyodcurbyhcvy",0,13,2,11,0
"cousing",0,7,3,4,0
"vetipjyzdmeifmwydvyeban",0,23,6,17,0
"ointness",0,8,3,5,0
"teda",1,4,2,2,0
"briggs",1,6,1,5,0
