word,present,len,vowels,consonants,nonletters,vtc
monotrematous,1,13,6,7,0,0.857142857142857
certa,0,5,2,3,0,0.666666666666667
alvlmxvhrsesfqwoglmfxkcdz,0,25,3,22,0,0.136363636363636
bblaphrircino,0,13,4,9,0,0.444444444444444
glockened,0,9,3,6,0,0.5
entrenchymotic,0,14,4,10,0,0.4
veal,1,4,2,2,0,1
girafano,1,8,4,4,0,1
nymwegen,1,8,2,6,0,0.333333333333333
chacma,1,6,2,4,0,0.5
balantom,0,8,3,5,0,0.6
accurpans,0,9,3,6,0,0.5
chalaza,1,7,3,4,0,0.75
interrogatives,1,14,6,8,0,0.75
reddish,1,7,2,5,0,0.4
aerobraked,1,10,5,5,0,1
siophis,0,7,3,4,0,0.75
ascrive,1,7,3,4,0,0.75
icel,1,4,2,2,0,1
rumal,1,5,2,3,0,0.666666666666667
ejgbguulaevgomg,0,15,6,9,0,0.666666666666667
slsbvfzpdat,0,11,1,10,0,0.1
pseudopods,1,10,4,6,0,0.666666666666667
clanton,1,7,2,5,0,0.4
harveyizing,1,11,4,7,0,0.571428571428571
recreator,1,9,4,5,0,0.8
noncircumferentiate,0,19,8,11,0,0.727272727272727
gecko,1,5,2,3,0,0.666666666666667
hyetoonsolding,0,14,5,9,0,0.555555555555556
pigeons,1,7,3,4,0,0.75
rigling,1,7,2,5,0,0.4
sestette,1,8,3,5,0,0.6
deforesters,1,11,4,7,0,0.571428571428571
ratification,1,12,6,6,0,1
dously,0,6,2,4,0,0.5
mussmannia,0,10,4,6,0,0.666666666666667
scamphimacusis,0,14,5,9,0,0.555555555555556
macrosynther,0,12,3,9,0,0.333333333333333
roping,1,6,2,4,0,0.5
umbreres,1,8,3,5,0,0.6
twileloulylok,0,13,5,8,0,0.625
hzlhmbmpghwoo'px'acfm,0,21,3,18,2,0.166666666666667
brillianting,1,12,4,8,0,0.5
pistermes,0,9,3,6,0,0.5
twitched,1,8,2,6,0,0.333333333333333
alunile,0,7,4,3,0,1.33333333333333
mwykbov,0,7,1,6,0,0.166666666666667
elders,1,6,2,4,0,0.5
ecugmfa,0,7,3,4,0,0.75
goniopholis,1,11,5,6,0,0.833333333333333
thistrochroofishly,0,18,5,13,0,0.384615384615385
hlewm,0,5,1,4,0,0.25
leresedry,0,9,3,6,0,0.5
adularescent,1,12,5,7,0,0.714285714285714
cowpunch,1,8,2,6,0,0.333333333333333
oxford,1,6,2,4,0,0.5
westwards,1,9,2,7,0,0.285714285714286
unmarierial,0,11,6,5,0,1.2
ehvqvondhowkkayzxdip,0,20,5,15,0,0.333333333333333
mastoncus,1,9,3,6,0,0.5
annexation,1,10,5,5,0,1
towziest,1,8,3,5,0,0.6
aneides,1,7,4,3,0,1.33333333333333
svewavppcycnhixetwfzgpqb,0,24,4,20,0,0.2
cachunderlandes,0,15,5,10,0,0.5
hangasi,0,7,3,4,0,0.75
behaviouristic,1,14,7,7,0,1
costispinal,1,11,4,7,0,0.571428571428571
cracow,1,6,2,4,0,0.5
kecksies,1,8,3,5,0,0.6
intradosed,0,10,4,6,0,0.666666666666667
misgigs,0,7,2,5,0,0.4
ortlers,0,7,2,5,0,0.4
requested,1,9,4,5,0,0.8
fle,0,3,1,2,0,0.5
pioners,1,7,3,4,0,0.75
borawpistolosiacastes,0,21,9,12,0,0.75
wideboard,0,9,4,5,0,0.8
okohingerlorutounabetuse,0,24,12,12,0,1
ovoplasticised,0,14,6,8,0,0.75
beri,1,4,2,2,0,1
wrimple,1,7,2,5,0,0.4
misgovernor,1,11,4,7,0,0.571428571428571
gangrels,1,8,2,6,0,0.333333333333333
tagalo,1,6,3,3,0,1
protoctist,1,10,3,7,0,0.428571428571429
revna,0,5,2,3,0,0.666666666666667
tastevins,1,9,3,6,0,0.5
administrascarfarm,0,18,6,12,0,0.5
jaquintly,0,9,3,6,0,0.5
morrhuas,1,8,3,5,0,0.6
bpreyqgqamndzyw'g'zfxvq,0,23,2,21,2,0.0952380952380952
pepeduct,0,8,3,5,0,0.6
inactual,0,8,4,4,0,1
lynsey,1,6,1,5,0,0.2
coulometries,1,12,6,6,0,1
ctoc,0,4,1,3,0,0.333333333333333
tard,0,4,1,3,0,0.333333333333333
langshans,1,9,2,7,0,0.285714285714286
dopocehoconelolopomperd,0,23,10,13,0,0.769230769230769
catherwood,1,10,4,6,0,0.666666666666667
toxoplasmata,0,12,5,7,0,0.714285714285714
raruroiosem,0,11,6,5,0,1.2
sunkland,1,8,2,6,0,0.333333333333333
hematosalpinx,1,13,5,8,0,0.625
cephaloplegia,1,13,6,7,0,0.857142857142857
hoppercar,1,9,3,6,0,0.5
flancritest,0,11,3,8,0,0.375
gantenes,0,8,3,5,0,0.6
bowness,0,7,2,5,0,0.4
gelseminine,1,11,5,6,0,0.833333333333333
codachaboon,0,11,5,6,0,0.833333333333333
reide,0,5,3,2,0,1.5
bellerophontes,1,14,5,9,0,0.555555555555556
bill,1,4,1,3,0,0.333333333333333
discrimina,0,10,4,6,0,0.666666666666667
agonising,1,9,4,5,0,0.8
psalmic,1,7,2,5,0,0.4
vitrifactures,1,13,5,8,0,0.625
rodi,1,4,2,2,0,1
miscredits,1,10,3,7,0,0.428571428571429
stichid,1,7,2,5,0,0.4
caviller,1,8,3,5,0,0.6
deaden,1,6,3,3,0,1
reclinants,0,10,3,7,0,0.428571428571429
cornta,0,6,2,4,0,0.5
tuixmnjklxrpxuhyppmsz,0,21,3,18,0,0.166666666666667
enaces,0,6,3,3,0,1
uyng,0,4,1,3,0,0.333333333333333
noncomplacency,1,14,4,10,0,0.4
binomial,1,8,4,4,0,1
sowlth,1,6,1,5,0,0.2
cyclopteroid,1,12,4,8,0,0.5
tylerton,1,8,2,6,0,0.333333333333333
leopardbane,1,11,5,6,0,0.833333333333333
patella,1,7,3,4,0,0.75
cleveland,1,9,3,6,0,0.5
anterrisscrolino,0,16,6,10,0,0.6
trophoplasms,1,12,3,9,0,0.333333333333333
angly,0,5,1,4,0,0.25
ovant,1,5,2,3,0,0.666666666666667
malechotanculaspagra,0,20,8,12,0,0.666666666666667
symbolised,1,10,3,7,0,0.428571428571429
ixboevyoznopdf,0,14,5,9,0,0.555555555555556
tornithiformes,0,14,5,9,0,0.555555555555556
miserables,1,10,4,6,0,0.666666666666667
unins,0,5,2,3,0,0.666666666666667
lovelard,0,8,3,5,0,0.6
topmakers,1,9,3,6,0,0.5
matias,1,6,3,3,0,1
walach,1,6,2,4,0,0.5
astilbe,1,7,3,4,0,0.75
vevb,0,4,1,3,0,0.333333333333333
vhclnsnnpgxadhmqgdph'xxth,0,25,1,24,1,0.0416666666666667
stilu,1,5,2,3,0,0.666666666666667
galibi,1,6,3,3,0,1
catalogue,1,9,5,4,0,1.25
basanite,1,8,4,4,0,1
interconvention,0,15,6,9,0,0.666666666666667
carried,1,7,3,4,0,0.75
ntrngs,0,6,0,6,0,0
tyburnian,1,9,3,6,0,0.5
mentogyraily,0,12,4,8,0,0.5
rgpaullec',0,10,3,7,1,0.428571428571429
priouslavour,0,12,6,6,0,1
horsewhipped,1,12,4,8,0,0.5
analbuminemia,1,13,7,6,0,1.16666666666667
colliquativeness,1,16,7,9,0,0.777777777777778
conelonceerfledyigiosiudate,0,27,13,14,0,0.928571428571429
mabieond,0,8,4,4,0,1
eysekxcf,0,8,2,6,0,0.333333333333333
iyar,1,4,2,2,0,1
subcash,1,7,2,5,0,0.4
rtmoqepyrgrlbjgawp,0,18,3,15,0,0.2
nartjies,1,8,3,5,0,0.6
prethreadworsaktyles,0,20,6,14,0,0.428571428571429
anence,0,6,3,3,0,1
apokatastasis,1,13,6,7,0,0.857142857142857
eventrictiven,0,13,5,8,0,0.625
honolulan,1,9,4,5,0,0.8
lole,1,4,2,2,0,1
morin,1,5,2,3,0,0.666666666666667
aprets,0,6,2,4,0,0.5
venfopooslasicyme,0,17,7,10,0,0.7
uneschewed,1,10,4,6,0,0.666666666666667
blackleg,1,8,2,6,0,0.333333333333333
fetlocolans,0,11,4,7,0,0.571428571428571
needfires,1,9,4,5,0,0.8
scrimmage,1,9,3,6,0,0.5
archeus,1,7,3,4,0,0.75
percherigrawing,0,15,5,10,0,0.5
peripherocystopulmonickers,0,26,9,17,0,0.529411764705882
yukio,1,5,3,2,0,1.5
hypoploidicals,0,14,5,9,0,0.555555555555556
hindoo,1,6,3,3,0,1
cabinties,0,9,4,5,0,0.8
chapelize,1,9,4,5,0,0.8
gaslighting,1,11,3,8,0,0.375
anticlastic,1,11,4,7,0,0.571428571428571
dustus,0,6,2,4,0,0.5
sconchoscopical,0,15,5,10,0,0.5
cies,0,4,2,2,0,1
oesophagism,1,11,5,6,0,0.833333333333333
ramosity,1,8,3,5,0,0.6
brelymom,0,8,2,6,0,0.333333333333333
apporet,0,7,3,4,0,0.75
aerancepta,0,10,5,5,0,1
peonage,1,7,4,3,0,1.33333333333333
interinvolved,1,13,5,8,0,0.625
a'wvnmljxqfcyex,0,15,2,13,1,0.153846153846154
chanencereunicalytreadesmillectockling,0,38,14,24,0,0.583333333333333
cumulate,1,8,4,4,0,1
unretrograded,1,13,5,8,0,0.625
claes,1,5,2,3,0,0.666666666666667
transparency,1,12,3,9,0,0.333333333333333
bankia,1,6,3,3,0,1
anear,1,5,3,2,0,1.5
syvers,1,6,1,5,0,0.2
kthira,1,6,2,4,0,0.5
lanarkshire,1,11,4,7,0,0.571428571428571
atheimes,0,8,4,4,0,1
condensation,1,12,5,7,0,0.714285714285714
flagonet,1,8,3,5,0,0.6
ramqjjmmiseewvncubf,0,19,5,14,0,0.357142857142857
mamises,0,7,3,4,0,0.75
volitational,1,12,6,6,0,1
overattention,1,13,6,7,0,0.857142857142857
pistableawretted,0,16,6,10,0,0.6
huatimpatrkeril,0,15,6,9,0,0.666666666666667
buff,1,4,1,3,0,0.333333333333333
jejunostomy,1,11,4,7,0,0.571428571428571
outbannerous,0,12,6,6,0,1
undismayedness,0,14,5,9,0,0.555555555555556
fratchiks,0,9,2,7,0,0.285714285714286
farlike,0,7,3,4,0,0.75
caritta,1,7,3,4,0,0.75
quirksomeness,0,13,5,8,0,0.625
ptoc,0,4,1,3,0,0.333333333333333
uzsnsesqfqaxtkclzxmxzvais,0,25,5,20,0,0.25
diels,1,5,2,3,0,0.666666666666667
cornflake,1,9,3,6,0,0.5
smithianism,1,11,4,7,0,0.571428571428571
xiongnu,1,7,3,4,0,0.75
pseudoculturally,1,16,6,10,0,0.6
parger,0,6,2,4,0,0.5
lectra,1,6,2,4,0,0.5
phthalanilic,1,12,4,8,0,0.5
hypotypic,1,9,2,7,0,0.285714285714286
gripsack,1,8,2,6,0,0.333333333333333
hypnopelandroclity,0,18,5,13,0,0.384615384615385
helder,1,6,2,4,0,0.5
mertow,0,6,2,4,0,0.5
dolichosaurus,1,13,6,7,0,0.857142857142857
pentuatcating,0,13,5,8,0,0.625
compares,1,8,3,5,0,0.6
wadjcmryiqtgkdfasyqh,0,20,3,17,0,0.176470588235294
hasms,0,5,1,4,0,0.25
latifactiauts,0,13,6,7,0,0.857142857142857
lphevvlwqb'lxbnpgmnlev',0,23,2,21,2,0.0952380952380952
annonopal,0,9,4,5,0,0.8
ranitta,1,7,3,4,0,0.75
subpackall,0,10,3,7,0,0.428571428571429
cated,0,5,2,3,0,0.666666666666667
series,1,6,3,3,0,1
aradanchemioria,0,15,8,7,0,1.14285714285714
carousal,1,8,4,4,0,1
zirams,1,6,2,4,0,0.5
gmignicleerudrcicry,0,19,6,13,0,0.461538461538462
prer,0,4,1,3,0,0.333333333333333
crossingly,0,10,2,8,0,0.25
lumbashelinks,0,13,4,9,0,0.444444444444444
myroffs,0,7,1,6,0,0.166666666666667
hiromedusae,0,11,6,5,0,1.2
polioencephalomyelitis,1,22,10,12,0,0.833333333333333
diorrotedae,0,11,6,5,0,1.2
quinzieme,1,9,5,4,0,1.25
thirting,0,8,2,6,0,0.333333333333333
rediscommodem,0,13,5,8,0,0.625
bjzxmbagcmiqyvtzpo'ruqhboybm,0,28,5,23,1,0.217391304347826
psorosperm,1,10,3,7,0,0.428571428571429
paced,1,5,2,3,0,0.666666666666667
unacclaimate,1,12,6,6,0,1
ossietzky,1,9,3,6,0,0.5
molybdoparathyrohyoidal,0,23,8,15,0,0.533333333333333
crs,1,3,0,3,0,0
thysanopteri,0,12,4,8,0,0.5
diallists,1,9,3,6,0,0.5
precisive,1,9,4,5,0,0.8
faoence,1,7,4,3,0,1.33333333333333
couchantly,1,10,3,7,0,0.428571428571429
waramakerioneorevity,0,20,10,10,0,1
supercutaneously,0,16,7,9,0,0.777777777777778
balletenauctismonand,0,20,8,12,0,0.666666666666667
dbr,0,3,0,3,0,0
wfcjotnpee,0,10,3,7,0,0.428571428571429
leqz,0,4,1,3,0,0.333333333333333
lsgjosybql,0,10,1,9,0,0.111111111111111
ftxuxzpxrwhttiput,0,17,3,14,0,0.214285714285714
respirableness,1,14,5,9,0,0.555555555555556
nerved,1,6,2,4,0,0.5
lpcdf,1,5,0,5,0,0
brocatello,1,10,4,6,0,0.666666666666667
moskonfyt,1,9,2,7,0,0.285714285714286
staiths,1,7,2,5,0,0.4
fulman,0,6,2,4,0,0.5
karlis,1,6,2,4,0,0.5
phasiastere,0,11,5,6,0,0.833333333333333
perilless,1,9,3,6,0,0.5
exonerating,1,11,5,6,0,0.833333333333333
rijeka,1,6,3,3,0,1
trailles,0,8,3,5,0,0.6
lffrstan,0,8,1,7,0,0.142857142857143
moan,1,4,2,2,0,1
grquin,0,6,2,4,0,0.5
revestiaristocraticness,0,23,9,14,0,0.642857142857143
presenter,1,9,3,6,0,0.5
vjatprzuuegykdpzdnsauun,0,23,7,16,0,0.4375
nespelem,1,8,3,5,0,0.6
nikkel,0,6,2,4,0,0.5
deptioneurochaerided,0,20,10,10,0,1
lief,1,4,2,2,0,1
kaff,0,4,1,3,0,0.333333333333333
psycholinguistics,1,17,5,12,0,0.416666666666667
allurer,1,7,3,4,0,0.75
gamblers,1,8,2,6,0,0.333333333333333
ticker,1,6,2,4,0,0.5
symbolising,1,11,3,8,0,0.375
weissuasoy,0,10,5,5,0,1
zippo,1,5,2,3,0,0.666666666666667
advisable,1,9,4,5,0,0.8
erinaceus,1,9,5,4,0,1.25
forbysening,1,11,3,8,0,0.375
polytric,0,8,2,6,0,0.333333333333333
demiglossa,0,10,4,6,0,0.666666666666667
dispostexises,0,13,5,8,0,0.625
preremoval,1,10,4,6,0,0.666666666666667
planies,0,7,3,4,0,0.75
hemkbutsydcrxxrfk'globyo,0,24,4,20,1,0.2
maccabees,1,9,4,5,0,0.8
subdie,1,6,3,3,0,1
chaitya,1,7,3,4,0,0.75
indn,1,4,1,3,0,0.333333333333333
'dcrbjsgdl'dfmwn,0,16,0,16,2,0
rigmaroles,1,10,4,6,0,0.666666666666667
ambage,1,6,3,3,0,1
murrey,1,6,2,4,0,0.5
lieut,1,5,3,2,0,1.5
zqajrcxtgw,0,10,1,9,0,0.111111111111111
macroconia,0,10,5,5,0,1
arcadians,1,9,4,5,0,0.8
ophthalmorrhexis,1,16,5,11,0,0.454545454545455
mantnitable,0,11,4,7,0,0.571428571428571
graduated,1,9,4,5,0,0.8
unnameableness,1,14,6,8,0,0.75
silkwagginardablenessnesses,0,27,9,18,0,0.5
sicknesses,1,10,3,7,0,0.428571428571429
tere,0,4,2,2,0,1
joacimah,1,8,4,4,0,1
reshenter,0,9,3,6,0,0.5
hu,1,2,1,1,0,1
coinin,0,6,3,3,0,1
mantaddie,0,9,4,5,0,0.8
recropella,0,10,4,6,0,0.666666666666667
hymenomycetous,1,14,5,9,0,0.555555555555556
brakeroot,1,9,4,5,0,0.8
emissi,1,6,3,3,0,1
troia,1,5,3,2,0,1.5
chatscoratloulomnalele,0,22,9,13,0,0.692307692307692
chawia,1,6,3,3,0,1
afforestages,0,12,5,7,0,0.714285714285714
farthingsworth,1,14,3,11,0,0.272727272727273
spoilage,1,8,4,4,0,1
hrakical,0,8,3,5,0,0.6
semidifference,1,14,6,8,0,0.75
cattalievestaks,0,15,6,9,0,0.666666666666667
rimshone,0,8,3,5,0,0.6
waxflower,1,9,3,6,0,0.5
morna,1,5,2,3,0,0.666666666666667
knoblick,1,8,2,6,0,0.333333333333333
flourtyard,0,10,3,7,0,0.428571428571429
faenas,1,6,3,3,0,1
frau,1,4,2,2,0,1
predeclare,1,10,4,6,0,0.666666666666667
idkzay',0,7,2,5,1,0.4
marvella,1,8,3,5,0,0.6
disregardless,1,13,4,9,0,0.444444444444444
sporozoid,1,9,4,5,0,0.8
vipathier,0,9,4,5,0,0.8
scence,0,6,2,4,0,0.5
scesarallfocket,0,15,5,10,0,0.5
und,0,3,1,2,0,0.5
ashurbanipal,1,12,5,7,0,0.714285714285714
markomaticalite,0,15,7,8,0,0.875
rebaiting,1,9,4,5,0,0.8
collodiochloride,1,16,7,9,0,0.777777777777778
measle,1,6,3,3,0,1
prepensing,1,10,3,7,0,0.428571428571429
xanthochroias,1,13,5,8,0,0.625
gravery,1,7,2,5,0,0.4
estoile,1,7,4,3,0,1.33333333333333
presterna,1,9,3,6,0,0.5
nomographical,1,13,5,8,0,0.625
lism,0,4,1,3,0,0.333333333333333
wosvialietrenid,0,15,7,8,0,0.875
prep,0,4,1,3,0,0.333333333333333
dostoevskian,1,12,5,7,0,0.714285714285714
given,1,5,2,3,0,0.666666666666667
subsequent,1,10,4,6,0,0.666666666666667
undiostersess,0,13,5,8,0,0.625
tennuns,0,7,2,5,0,0.4
thyptinsciants,0,14,3,11,0,0.272727272727273
hopleanindly,0,12,4,8,0,0.5
unsenses,1,8,3,5,0,0.6
helmsman,1,8,2,6,0,0.333333333333333
cuscoverranelectuae,0,19,9,10,0,0.9
cryocauleanism,0,14,6,8,0,0.75
arrenotokous,1,12,6,6,0,1
graces,1,6,2,4,0,0.5
hidders,1,7,2,5,0,0.4
interdeputative,0,15,7,8,0,0.875
greekess,1,8,3,5,0,0.6
synura,1,6,2,4,0,0.5
farhatod,0,8,3,5,0,0.6
trigonometer,1,12,5,7,0,0.714285714285714
elucidators,1,11,5,6,0,0.833333333333333
roneidves,0,9,4,5,0,0.8
boronia,1,7,4,3,0,1.33333333333333
'cqw,0,4,0,4,1,0
loloisterer,0,11,5,6,0,0.833333333333333
papilio,1,7,4,3,0,1.33333333333333
forgetfulnesses,1,15,5,10,0,0.5
dviong,0,6,2,4,0,0.5
amiantievolutionalness,0,22,11,11,0,1
yciheaikznuc,0,12,5,7,0,0.714285714285714
hissculzpice,0,12,4,8,0,0.5
pwhaqlbozlmrhpwtsi,0,18,3,15,0,0.2
luxemburger,1,11,4,7,0,0.571428571428571
ferrochrome,1,11,4,7,0,0.571428571428571
nonauricular,1,12,6,6,0,1
stegocephalian,1,14,6,8,0,0.75
ckns,0,4,0,4,0,0
ostrya,1,6,2,4,0,0.5
ichannell,0,9,3,6,0,0.5
utiterdecestdosed,0,17,7,10,0,0.7
hippoboscages,0,13,5,8,0,0.625
tudgistawayste'ligazatoweenesslingionknes,0,41,16,25,1,0.64
forefeel,1,8,4,4,0,1
polygonales,1,11,4,7,0,0.571428571428571
deformalizes,1,12,5,7,0,0.714285714285714
taddsentreugh,0,13,4,9,0,0.444444444444444
carrow,0,6,2,4,0,0.5
cobol,1,5,2,3,0,0.666666666666667
ppertinthelemalnghibutimine,0,27,10,17,0,0.588235294117647
lithochromies,1,13,5,8,0,0.625
equitableness,1,13,6,7,0,0.857142857142857
gptuyeduph,0,10,3,7,0,0.428571428571429
rolfraic,0,8,3,5,0,0.6
puntaritius,0,11,5,6,0,0.833333333333333
lorationsis,0,11,5,6,0,0.833333333333333
jrsozn''oijkfy'q,0,16,3,13,3,0.230769230769231
anglophile,1,10,4,6,0,0.666666666666667
jswqwuugtlrywawy,0,16,3,13,0,0.230769230769231
priong,0,6,2,4,0,0.5
aggri,1,5,2,3,0,0.666666666666667
eroagedy,0,8,4,4,0,1
tnindhin,0,8,2,6,0,0.333333333333333
lobelines,1,9,4,5,0,0.8
wnnefy,0,6,1,5,0,0.2
jillsburg,0,9,2,7,0,0.285714285714286
mayos,1,5,2,3,0,0.666666666666667
dinics,1,6,2,4,0,0.5
unaking,1,7,3,4,0,0.75
outweeps,1,8,4,4,0,1
sonnie,1,6,3,3,0,1
baldachini,1,10,4,6,0,0.666666666666667
marionets,0,9,4,5,0,0.8
moviedom,1,8,4,4,0,1
tirled,1,6,2,4,0,0.5
nauguace,0,8,5,3,0,1.66666666666667
ravigator,0,9,4,5,0,0.8
catiosses,0,9,4,5,0,0.8
animatism,1,9,4,5,0,0.8
dontamwood,0,10,4,6,0,0.666666666666667
preformationist,1,15,6,9,0,0.666666666666667
palestinian,1,11,5,6,0,0.833333333333333
prescience,1,10,4,6,0,0.666666666666667
joannes,1,7,3,4,0,0.75
stulm,1,5,1,4,0,0.25
pleusshrirfbxwlgrkfccovw,0,24,4,20,0,0.2
jrcmpuzddzmomaqyk'n,0,19,3,16,1,0.1875
quinolinyl,1,10,4,6,0,0.666666666666667
overattached,1,12,5,7,0,0.714285714285714
grbw',0,5,0,5,1,0
ceteracy,0,8,3,5,0,0.6
acanthracitation,0,16,7,9,0,0.777777777777778
pukobincodostisederna,0,21,9,12,0,0.75
limeteorollegorical,0,19,9,10,0,0.9
unaxes,0,6,3,3,0,1
bowsings,0,8,2,6,0,0.333333333333333
chorizontic,1,11,4,7,0,0.571428571428571
nateed,0,6,3,3,0,1
logoff,1,6,2,4,0,0.5
moorgate,1,8,4,4,0,1
bspe,1,4,1,3,0,0.333333333333333
circumductive,0,13,5,8,0,0.625
if'vek'uqhxgvrjfbyia,0,20,5,15,2,0.333333333333333
mzgikfnalhafe,0,13,4,9,0,0.444444444444444
tfyctjyevu,0,10,2,8,0,0.25
fragmentatively,0,15,5,10,0,0.5
decanthocus,0,11,4,7,0,0.571428571428571
leptin,1,6,2,4,0,0.5
clamper,1,7,2,5,0,0.4
sphate,0,6,2,4,0,0.5
antifier,0,8,4,4,0,1
deaerator,1,9,5,4,0,1.25
constatations,1,13,5,8,0,0.625
immanus,0,7,3,4,0,0.75
glzbmuhotkgrw,0,13,2,11,0,0.181818181818182
engers,0,6,2,4,0,0.5
plummlersavicincormellangly,0,27,8,19,0,0.421052631578947
apdu,1,4,2,2,0,1
ploughwright,1,12,3,9,0,0.333333333333333
nolynescsarbrvydaugeetemas,0,26,9,17,0,0.529411764705882
misgrades,1,9,3,6,0,0.5
officialisation,1,15,8,7,0,1.14285714285714
lavalava,1,8,4,4,0,1
jesuist,1,7,3,4,0,0.75
microlithiformed,0,16,6,10,0,0.6
fugally,1,7,2,5,0,0.4
crowliegermist,0,14,5,9,0,0.555555555555556
roundo,1,6,3,3,0,1
frigots,1,7,2,5,0,0.4
sollicker,1,9,3,6,0,0.5
biosa,0,5,3,2,0,1.5
nium,0,4,2,2,0,1
nonnarrative,1,12,5,7,0,0.714285714285714
petrea,1,6,3,3,0,1
trauner,1,7,3,4,0,0.75
fishbein,1,8,3,5,0,0.6
acks,0,4,1,3,0,0.333333333333333
crucidslucla,0,12,4,8,0,0.5
demantoid,1,9,4,5,0,0.8
nonpassionate,1,13,6,7,0,0.857142857142857
hamamelidaceous,1,15,8,7,0,1.14285714285714
orseille,1,8,4,4,0,1
ovaj,0,4,2,2,0,1
metaphysical,1,12,4,8,0,0.5
preconcertedness,1,16,5,11,0,0.454545454545455
becarpeting,1,11,4,7,0,0.571428571428571
rexis,0,5,2,3,0,0.666666666666667
yahwe,1,5,2,3,0,0.666666666666667
yaobabbitterelacensonabsoluto,0,29,13,16,0,0.8125
microphagocytical,0,17,6,11,0,0.545454545454545
halalithuses,0,12,5,7,0,0.714285714285714
musnudger,0,9,3,6,0,0.5
lairdsville,1,11,4,7,0,0.571428571428571
apostolian,1,10,5,5,0,1
rmeyes,0,6,2,4,0,0.5
anticommercialist,1,17,7,10,0,0.7
austin,1,6,3,3,0,1
overfastidiously,1,16,7,9,0,0.777777777777778
prevising,1,9,3,6,0,0.5
rapidest,1,8,3,5,0,0.6
cantoris,1,8,3,5,0,0.6
enjambements,1,12,4,8,0,0.5
immering,0,8,3,5,0,0.6
tous,0,4,2,2,0,1
rtonctis,0,8,2,6,0,0.333333333333333
maguayulette,0,12,6,6,0,1
tprdzlqaf'geohmirugwhs'xvlbvk,0,29,5,24,2,0.208333333333333
syrets,0,6,1,5,0,0.2
coryphee,1,8,3,5,0,0.6
ovellectionsprians,0,18,7,11,0,0.636363636363636
barrette,1,8,3,5,0,0.6
fendillate,1,10,4,6,0,0.666666666666667
glacialist,1,10,4,6,0,0.666666666666667
douglassful,0,11,4,7,0,0.571428571428571
plc,1,3,0,3,0,0
nonlacteous,1,11,5,6,0,0.833333333333333
oneillin,0,8,4,4,0,1
laria,1,5,3,2,0,1.5
reemergent,1,10,4,6,0,0.666666666666667
visualising,1,11,5,6,0,0.833333333333333
parly,1,5,1,4,0,0.25
hyalinisation,1,13,6,7,0,0.857142857142857
carbureted,1,10,4,6,0,0.666666666666667
dijkstra,1,8,2,6,0,0.333333333333333
gimpion,0,7,3,4,0,0.75
sarto,1,5,2,3,0,0.666666666666667
hirundinidae,1,12,6,6,0,1
glucosia,0,8,4,4,0,1
preacesciny,0,11,4,7,0,0.571428571428571
eyeleting,1,9,4,5,0,0.8
kepu,0,4,2,2,0,1
zene,0,4,2,2,0,1
adiarceammasunverst,0,19,8,11,0,0.727272727272727
clericalist,1,11,4,7,0,0.571428571428571
anebiss,0,7,3,4,0,0.75
sunbaubolaylyr,0,14,5,9,0,0.555555555555556
pyrrhalf,0,8,1,7,0,0.142857142857143
seless,0,6,2,4,0,0.5
onolv,0,5,2,3,0,0.666666666666667
mealworm,1,8,3,5,0,0.6
honamecolemy,0,12,5,7,0,0.714285714285714
buchloe,1,7,3,4,0,0.75
heliolitidae,1,12,7,5,0,1.4
telekiness,0,10,4,6,0,0.666666666666667
hydroxides,1,10,3,7,0,0.428571428571429
butchering,1,10,3,7,0,0.428571428571429
lgajcfndeeskmafeflfbq'dkh,0,25,5,20,1,0.25
overbuilds,1,10,4,6,0,0.666666666666667
antenatally,1,11,4,7,0,0.571428571428571
xafogdfoetpilypi'lskys,0,22,6,16,1,0.375
crinanqugrs,0,11,3,8,0,0.375
xrjdhemrrfugiq'',0,16,3,13,2,0.230769230769231
ctenodont,1,9,3,6,0,0.5
vascernes,0,9,3,6,0,0.5
restrains,1,9,3,6,0,0.5
latshealy,0,9,3,6,0,0.5
clerodac,0,8,3,5,0,0.6
acina,0,5,3,2,0,1.5
picofarad,1,9,4,5,0,0.8
kindleman,0,9,3,6,0,0.5
uranoscope,1,10,5,5,0,1
silvan,1,6,2,4,0,0.5
gambreled,1,9,3,6,0,0.5
telepiser,0,9,4,5,0,0.8
unfruitfulness,1,14,5,9,0,0.555555555555556
bg,1,2,0,2,0,0
shoer,1,5,2,3,0,0.666666666666667
sesquisextal,1,12,5,7,0,0.714285714285714
liniment,1,8,3,5,0,0.6
pselar,0,6,2,4,0,0.5
beelol,1,6,3,3,0,1
hppuqxjmgutamofypglfhtdrfyehlj,0,30,5,25,0,0.2
clansman,1,8,2,6,0,0.333333333333333
chies,0,5,2,3,0,0.666666666666667
mithraist,1,9,3,6,0,0.5
farcer,1,6,2,4,0,0.5
hootling,0,8,3,5,0,0.6
amnio,1,5,3,2,0,1.5
overshowering,1,13,5,8,0,0.625
octocoralline,1,13,6,7,0,0.857142857142857
scilithol,0,9,3,6,0,0.5
kxpljmhwpfvy'bweqn,0,18,1,17,1,0.0588235294117647
polk,1,4,1,3,0,0.333333333333333
therdivlonst,0,12,3,9,0,0.333333333333333
quaal,0,5,3,2,0,1.5
jzgzkglda'ozhrwy,0,16,2,14,1,0.142857142857143
qgkynzgwr'jrra,0,14,1,13,1,0.0769230769230769
